customer_id,age,gender,city,signup_date,customer_segment,avg_monthly_orders,preferred_cuisine,avg_order_value,payment_preference
10157,60,Male,Bangalore,2025-06-04,New,1.01,Desserts,223.71,Cash
10158,46,Female,Hyderabad,2025-04-15,Regular,9.78,Burgers,291.6,Debit Card
10159,53,Male,Chennai,2024-06-09,Regular,8.08,South Indian,428.69,Credit Card
10160,30,Male,Pune,2024-10-15,New,1.67,Chinese,236.89,Credit Card
10161,49,Female,Pune,2024-12-05,Regular,7.19,Pizza,408.77,Wallet
10162,24,Male,Delhi,2026-06-18,New,1.46,Pizza,186.66,Credit Card
10163,39,Female,Hyderabad,2026-04-12,Regular,6.67,Indian,646.92,UPI
10164,45,Female,Pune,2025-05-16,Regular,9.88,Pizza,597.35,Debit Card
10165,19,Female,Hyderabad,2024-04-15,Regular,6.22,Chinese,539.2,Credit Card
10166,59,Female,Pune,2026-03-12,VIP,15.72,Chinese,1485.51,Cash
10167,62,Male,Hyderabad,2025-04-19,Regular,8.78,Burgers,364.51,Debit Card
10168,23,Female,Chennai,2026-05-02,New,2.03,South Indian,332.06,UPI
10169,45,Male,Hyderabad,2025-08-22,Regular,7.25,Desserts,381.83,UPI
10170,45,Female,Chennai,2025-04-07,Regular,7.64,South Indian,670.31,Credit Card
10171,61,Male,Chennai,2025-04-27,VIP,16.28,South Indian,1490.03,Debit Card
10172,61,Female,Delhi,2025-12-04,New,3.83,Desserts,340.83,UPI
10173,37,Male,Pune,2024-06-01,Regular,9.6,Burgers,620.18,Credit Card
10174,47,Male,Bangalore,2026-04-02,Regular,7.58,Burgers,566.31,Wallet
10175,28,Male,Chennai,2025-10-10,Regular,9.59,Burgers,688.85,UPI
10176,45,Male,Pune,2026-02-23,Regular,7.79,Indian,458.49,Debit Card
10177,42,Female,Mumbai,2024-05-28,New,3.95,Burgers,253.15,UPI
10178,56,Male,Hyderabad,2024-07-06,New,1.11,Pizza,304.04,UPI
10179,50,Female,Mumbai,2025-10-14,New,2.98,Biryani,194.62,UPI
10180,18,Other,Hyderabad,2024-05-10,VIP,9.01,Indian,1200.17,Credit Card
10181,44,Female,Delhi,2025-03-27,New,1.39,Desserts,309.79,Cash
10182,30,Male,Chennai,2025-05-30,Regular,6.8,Pizza,383.29,Debit Card
10183,58,Male,Bangalore,2025-05-05,Regular,9.74,Desserts,366.6,UPI
10184,20,Female,Chennai,2025-04-20,Regular,9.28,South Indian,577.75,UPI
10185,56,Male,Hyderabad,2024-09-19,Regular,8.61,Chinese,572.17,Credit Card
10186,23,Male,Bangalore,2025-06-21,Regular,6.8,South Indian,687.13,UPI
10187,25,Female,Chennai,2025-04-03,Regular,7.52,Burgers,389.68,Debit Card
10188,44,Female,Bangalore,2025-06-19,New,2.8,Chinese,365.13,UPI
10189,26,Female,Hyderabad,2026-02-16,Regular,7.26,South Indian,525.78,UPI
10190,54,Male,Delhi,2026-01-10,Regular,8.43,Indian,472.89,UPI
10191,50,Female,Delhi,2026-02-19,VIP,11.29,Burgers,1261.42,Debit Card
10192,59,Male,Chennai,2025-09-28,Regular,7.08,South Indian,566.24,UPI
10193,61,Male,Mumbai,2025-11-14,Regular,7.22,Chinese,327.37,UPI
10194,41,Female,Hyderabad,2026-01-15,Regular,5.19,Pizza,588.27,Credit Card
10195,32,Male,Chennai,2024-10-21,Regular,5.47,South Indian,576.33,Credit Card
10196,49,Male,Chennai,2026-07-03,VIP,16.71,Indian,944.39,Cash
10197,49,Male,Delhi,2025-03-10,Regular,9.04,Chinese,660.38,UPI
10198,41,Female,Bangalore,2024-10-01,New,2.37,South Indian,256.22,UPI
10199,58,Female,Hyderabad,2025-08-10,VIP,10.31,Pizza,530.14,Credit Card
10200,29,Female,Bangalore,2024-11-03,Regular,4.15,Burgers,675.69,UPI
10201,56,Female,Pune,2025-12-26,Regular,6.75,Burgers,685.23,UPI
10202,19,Male,Pune,2026-07-31,VIP,18.21,Desserts,1313.06,UPI
10203,20,Male,Hyderabad,2025-01-10,Regular,9.81,Burgers,595.33,Wallet
10204,54,Male,Mumbai,2024-06-06,Regular,9.83,Biryani,300.11,UPI
10205,34,Male,Pune,2026-03-24,Regular,7.67,Chinese,623.64,Debit Card
10206,19,Female,Delhi,2024-07-22,New,1.99,Desserts,341.41,Wallet
10207,19,Female,Mumbai,2025-10-22,Regular,7.07,Desserts,503.7,Wallet
10208,45,Male,Chennai,2024-03-15,New,1.52,Desserts,234.32,Credit Card
10209,40,Male,Pune,2025-01-14,New,1.73,Biryani,281.93,Cash
10210,54,Male,Delhi,2026-01-10,Regular,6.65,Desserts,389.61,Debit Card
10211,49,Male,Chennai,2024-10-30,Regular,8.42,Pizza,634.94,UPI
10212,50,Female,Mumbai,2024-03-02,New,3.19,Pizza,396.38,Wallet
10213,18,Male,Hyderabad,2025-07-23,VIP,17.02,South Indian,1439.92,Credit Card
10214,36,Male,Chennai,2026-02-24,Regular,7.04,Burgers,549.02,UPI
10215,19,Female,Bangalore,2024-04-17,New,2.73,Chinese,276.99,Debit Card
10216,61,Male,Hyderabad,2024-07-05,Regular,9.86,Biryani,428.89,Credit Card
10217,43,Female,Hyderabad,2024-08-16,Regular,4.22,Biryani,498.0,Wallet
10218,49,Male,Mumbai,2024-02-17,Regular,7.24,Burgers,490.09,Wallet
10219,23,Female,Mumbai,2026-04-10,New,2.78,Biryani,171.38,UPI
10220,49,Other,Delhi,2024-09-24,New,1.75,Burgers,367.53,UPI
10221,21,Female,Delhi,2025-12-27,Regular,7.83,South Indian,693.81,Debit Card
10222,28,Male,Bangalore,2026-03-12,Regular,4.98,South Indian,387.11,Credit Card
10223,34,Female,Hyderabad,2024-09-10,Regular,5.7,South Indian,299.01,UPI
10224,55,Male,Bangalore,2026-05-19,VIP,11.13,Indian,848.9,UPI
10225,41,Male,Bangalore,2024-03-27,New,3.52,Indian,347.99,UPI
10226,22,Male,Mumbai,2024-06-29,VIP,19.16,Biryani,1123.31,Credit Card
10227,51,Male,Bangalore,2024-01-25,VIP,13.31,Chinese,1068.6,UPI
10228,23,Female,Bangalore,2025-01-22,VIP,8.57,Chinese,1038.26,UPI
10229,39,Female,Chennai,2024-08-09,VIP,11.68,South Indian,754.88,Credit Card
10230,28,Female,Delhi,2025-01-31,Regular,5.42,Pizza,627.46,UPI
10231,33,Female,Delhi,2026-07-26,Regular,9.53,Chinese,627.52,UPI
10232,50,Female,Hyderabad,2025-05-25,Regular,8.49,Biryani,576.8,Wallet
10233,26,Male,Delhi,2025-07-14,Regular,6.0,Desserts,678.6,Debit Card
10234,23,Male,Pune,2026-04-25,VIP,8.04,Indian,545.55,UPI
10235,33,Female,Hyderabad,2025-03-15,Regular,9.79,Desserts,253.45,Wallet
10236,46,Male,Chennai,2024-06-23,New,2.76,Desserts,216.07,UPI
10237,20,Female,Delhi,2026-06-22,New,2.48,Biryani,290.83,Credit Card
10238,37,Male,Chennai,2024-11-06,Regular,5.2,Biryani,496.3,UPI
10239,53,Male,Delhi,2024-09-30,Regular,9.22,Indian,657.2,Debit Card
10240,36,Male,Delhi,2024-02-04,Regular,5.08,Burgers,627.15,UPI
10241,43,Male,Chennai,2024-08-04,New,2.28,Desserts,214.02,UPI
10242,20,Male,Bangalore,2025-12-21,Regular,7.26,South Indian,483.73,Credit Card
10243,36,Female,Bangalore,2025-11-02,New,3.03,Desserts,262.42,Debit Card
10244,37,Male,Bangalore,2025-02-11,Regular,8.85,Biryani,694.38,Credit Card
10245,49,Female,Pune,2025-06-02,Regular,6.44,Pizza,264.09,Debit Card
10246,24,Male,Bangalore,2024-09-25,VIP,19.49,South Indian,674.79,UPI
10247,58,Male,Delhi,2025-09-29,Regular,9.79,Desserts,694.65,Debit Card
10248,50,Male,Mumbai,2025-04-19,Regular,5.78,Indian,689.74,Credit Card
10249,57,Female,Chennai,2026-05-29,Regular,5.49,Pizza,398.83,UPI
10250,56,Male,Mumbai,2024-11-20,Regular,8.26,Chinese,250.01,Wallet
10251,35,Female,Pune,2024-12-21,New,3.73,Burgers,370.47,Wallet
10252,57,Male,Mumbai,2024-03-30,Regular,6.49,Biryani,640.12,Cash
10253,18,Female,Hyderabad,2024-02-11,VIP,15.87,Indian,916.85,Credit Card
10254,28,Male,Bangalore,2024-12-30,Regular,8.67,Burgers,670.42,Debit Card
10255,45,Female,Pune,2025-11-01,Regular,8.02,Biryani,399.72,Wallet
10256,42,Female,Delhi,2024-07-20,VIP,15.1,Desserts,581.42,UPI
10257,40,Female,Bangalore,2024-12-31,Regular,9.07,Desserts,574.92,Wallet
10258,48,Male,Bangalore,2026-03-04,Regular,5.23,Biryani,405.44,UPI
10259,47,Male,Mumbai,2026-04-23,Regular,8.99,South Indian,408.49,UPI
10260,59,Male,Hyderabad,2024-10-14,VIP,13.49,Pizza,689.98,UPI
10261,52,Female,Bangalore,2025-08-25,VIP,15.68,South Indian,728.12,Credit Card
10262,24,Female,Chennai,2025-04-25,VIP,16.68,Burgers,1457.31,UPI
10263,33,Female,Chennai,2025-09-28,Regular,7.42,Desserts,534.17,UPI
10264,43,Male,Bangalore,2025-05-15,Regular,7.85,Indian,554.81,Credit Card
10265,19,Male,Mumbai,2025-09-29,New,3.07,Burgers,214.88,Credit Card
10266,18,Male,Mumbai,2024-02-21,Regular,4.24,Indian,671.13,Wallet
10267,29,Other,Delhi,2026-07-04,VIP,18.01,Desserts,1133.5,UPI
10268,22,Female,Pune,2024-04-12,VIP,12.53,Desserts,1130.73,UPI
10269,54,Female,Pune,2024-12-26,Regular,6.79,Burgers,519.89,UPI
10270,49,Male,Pune,2025-02-27,Regular,5.34,South Indian,574.91,Credit Card
10271,26,Female,Hyderabad,2025-11-29,Regular,9.01,Desserts,310.93,UPI
10272,58,Female,Mumbai,2024-07-23,Regular,5.37,Burgers,652.42,UPI
10273,52,Male,Delhi,2024-01-14,Regular,8.89,Chinese,269.12,Credit Card
10274,36,Female,Chennai,2026-07-28,Regular,6.72,Desserts,538.33,Wallet
10275,33,Female,Pune,2025-09-07,New,2.79,South Indian,192.83,UPI
10276,20,Female,Chennai,2025-09-20,Regular,5.64,Burgers,343.65,Credit Card
10277,37,Female,Chennai,2025-04-14,New,3.24,Burgers,228.99,UPI
10278,41,Male,Bangalore,2025-04-10,VIP,17.62,Pizza,716.68,UPI
10279,50,Male,Hyderabad,2024-10-30,Regular,4.87,Desserts,372.25,UPI
10280,41,Other,Delhi,2025-08-27,VIP,19.53,South Indian,787.56,Credit Card
10281,28,Male,Hyderabad,2025-03-02,New,1.66,Pizza,307.66,Credit Card
10282,25,Female,Bangalore,2025-10-17,New,1.2,South Indian,324.28,Wallet
10283,53,Female,Delhi,2024-04-19,Regular,8.4,Indian,380.17,Wallet
10284,55,Female,Delhi,2025-11-05,Regular,8.46,South Indian,650.19,Credit Card
10285,57,Other,Mumbai,2025-07-18,Regular,7.49,South Indian,356.5,UPI
10286,37,Male,Hyderabad,2026-07-18,New,2.67,Burgers,166.22,Wallet
10287,52,Male,Hyderabad,2025-05-29,New,2.06,Chinese,316.65,Debit Card
10288,42,Male,Mumbai,2024-03-08,Regular,6.11,Biryani,582.6,Debit Card
10289,52,Male,Chennai,2024-09-02,New,2.58,South Indian,337.04,UPI
10290,42,Male,Bangalore,2025-01-23,Regular,4.39,Pizza,311.31,Debit Card
10291,46,Male,Hyderabad,2025-10-11,Regular,7.51,Chinese,364.82,Wallet
10292,35,Female,Mumbai,2024-11-03,New,1.22,South Indian,287.79,Credit Card
10293,63,Female,Delhi,2026-07-13,New,3.09,Chinese,312.39,Debit Card
10294,35,Male,Pune,2024-12-17,New,2.31,Indian,158.71,Debit Card
10295,19,Male,Mumbai,2026-03-09,VIP,8.9,Chinese,1255.83,Credit Card
10296,52,Female,Pune,2024-03-06,Regular,7.47,Indian,451.86,Wallet
10297,33,Male,Chennai,2025-04-04,VIP,19.48,Chinese,688.43,Debit Card
10298,58,Male,Bangalore,2024-12-12,New,3.57,Chinese,385.89,Wallet
10299,53,Male,Pune,2024-11-20,Regular,7.76,Pizza,339.06,Wallet
10300,50,Female,Chennai,2026-07-21,New,2.08,Biryani,205.07,Credit Card
10301,21,Male,Pune,2025-10-28,Regular,8.03,Pizza,561.81,UPI
10302,50,Other,Delhi,2025-08-21,Regular,6.76,Burgers,684.21,UPI
10303,31,Male,Delhi,2024-02-02,Regular,8.95,Chinese,605.28,Wallet
10304,38,Female,Delhi,2024-03-08,Regular,9.52,Indian,322.66,UPI
10305,37,Male,Delhi,2024-07-05,Regular,4.24,Desserts,372.72,UPI
10306,25,Male,Mumbai,2024-07-10,New,2.16,Chinese,295.71,Credit Card
10307,24,Female,Delhi,2024-07-31,Regular,4.21,Desserts,311.04,UPI
10308,20,Female,Delhi,2025-08-22,Regular,6.67,South Indian,362.81,Credit Card
10309,34,Female,Mumbai,2025-03-03,VIP,15.96,Indian,1391.51,Debit Card
10310,50,Female,Delhi,2024-12-16,New,2.6,South Indian,361.43,UPI
10311,29,Female,Chennai,2024-04-17,VIP,11.47,Burgers,732.21,Debit Card
10312,39,Female,Chennai,2024-08-27,Regular,8.93,South Indian,385.31,Debit Card
10313,39,Female,Hyderabad,2024-08-03,Regular,6.06,Burgers,306.51,Credit Card
10314,63,Male,Chennai,2024-06-25,New,3.4,Burgers,205.41,UPI
10315,47,Male,Bangalore,2025-07-18,Regular,5.34,Burgers,559.79,Wallet
10316,55,Male,Bangalore,2024-11-25,Regular,8.1,South Indian,356.38,UPI
10317,55,Female,Bangalore,2025-07-14,Regular,4.46,Burgers,327.33,UPI
10318,62,Male,Mumbai,2026-05-30,VIP,18.92,Burgers,844.16,Credit Card
10319,25,Male,Chennai,2025-09-17,Regular,5.6,Pizza,474.99,Wallet
10320,44,Female,Bangalore,2025-03-25,Regular,5.38,Desserts,628.89,Credit Card
10321,44,Female,Hyderabad,2025-08-29,VIP,11.74,Biryani,1174.6,Debit Card
10322,51,Female,Mumbai,2025-03-22,Regular,5.14,Chinese,494.05,Credit Card
10323,38,Male,Hyderabad,2025-06-20,Regular,6.68,Burgers,542.78,UPI
10324,47,Female,Chennai,2025-10-05,New,3.36,Indian,282.34,UPI
10325,50,Male,Delhi,2024-06-27,Regular,5.62,Indian,644.93,UPI
10326,45,Male,Hyderabad,2025-01-29,Regular,7.9,Pizza,639.88,UPI
10327,64,Male,Delhi,2024-05-24,VIP,12.79,South Indian,1483.38,Credit Card
10328,50,Male,Mumbai,2026-05-25,Regular,6.2,South Indian,412.42,UPI
10329,22,Male,Hyderabad,2024-07-16,New,3.85,South Indian,361.59,Wallet
10330,36,Female,Hyderabad,2026-04-16,Regular,7.31,Burgers,678.6,Cash
10331,21,Male,Pune,2024-03-24,New,3.28,Biryani,280.8,Credit Card
10332,52,Female,Mumbai,2025-10-30,Regular,6.16,Desserts,329.47,UPI
