payment_id,order_id,payment_method,transaction_amount,payment_status,transaction_timestamp,refund_amount
70260,50260,Cash,948.95,Success,2026-05-06 05:04:38,0.0
70261,50261,Wallet,494.99,Success,2026-02-12 04:49:00,0.0
70262,50262,UPI,902.65,Refunded,2025-12-23 18:01:44,902.65
70263,50263,UPI,324.95,Success,2026-06-03 11:22:20,0.0
70264,50264,UPI,379.06,Success,2025-11-18 04:30:24,0.0
70265,50265,UPI,1209.6,Success,2026-06-30 15:22:30,0.0
70266,50266,Debit Card,2614.34,Failed,2025-11-11 19:18:19,0.0
70267,50267,Wallet,1181.56,Failed,2026-02-28 08:01:43,0.0
70268,50268,UPI,796.44,Success,2025-08-23 19:28:10,0.0
70269,50269,UPI,720.8,Success,2026-06-21 10:58:08,0.0
70270,50270,Wallet,434.72,Success,2025-11-10 20:44:47,0.0
70271,50271,Credit Card,1051.54,Success,2026-01-11 22:40:29,0.0
70272,50272,Wallet,1090.91,Success,2026-03-25 18:49:09,0.0
70273,50273,Wallet,1638.1,Success,2026-01-04 06:31:10,0.0
70274,50274,UPI,912.72,Success,2026-02-05 17:52:40,0.0
70275,50275,Debit Card,577.34,Success,2026-05-12 06:03:16,0.0
70276,50276,Credit Card,409.08,Success,2025-12-18 19:09:42,0.0
70277,50277,UPI,246.62,Success,2026-01-02 09:36:43,0.0
70278,50278,Credit Card,162.35,Success,2026-06-28 15:20:09,0.0
70279,50279,UPI,427.41,Success,2026-07-27 22:49:34,0.0
70280,50280,Credit Card,255.13,Success,2026-04-20 04:47:12,0.0
70281,50281,Wallet,661.01,Success,2026-03-20 03:05:21,0.0
70282,50282,Debit Card,687.95,Success,2025-11-18 18:48:01,0.0
70283,50283,Credit Card,1167.89,Success,2025-10-20 21:29:58,0.0
70284,50284,Wallet,685.61,Success,2026-06-27 11:27:17,0.0
70285,50285,Cash,1174.26,Success,2026-02-14 00:18:09,0.0
70286,50286,Credit Card,620.7,Refunded,2026-05-12 03:54:51,620.7
70287,50287,UPI,1139.21,Success,2026-05-08 22:43:27,0.0
70288,50288,Cash,400.01,Success,2025-12-24 13:16:04,0.0
70289,50289,Debit Card,313.29,Success,2026-02-23 09:42:00,0.0
70290,50290,Credit Card,820.68,Success,2025-12-22 12:21:03,0.0
70291,50291,UPI,578.96,Success,2026-01-02 21:19:11,0.0
70292,50292,Debit Card,574.09,Success,2026-01-20 14:13:21,0.0
70293,50293,UPI,1201.33,Success,2025-09-12 03:52:11,0.0
70294,50294,Wallet,443.69,Success,2026-07-17 20:36:47,0.0
70295,50295,UPI,1967.85,Success,2026-05-07 23:01:39,0.0
70296,50296,Credit Card,737.92,Success,2025-08-26 23:04:56,0.0
70297,50297,UPI,698.84,Success,2025-12-26 14:58:30,0.0
70298,50298,UPI,525.91,Success,2025-09-20 06:46:49,0.0
70299,50299,Credit Card,625.84,Success,2026-04-05 16:31:19,0.0
70300,50300,Debit Card,404.47,Success,2026-06-03 06:29:34,0.0
70301,50301,Wallet,422.74,Success,2026-01-13 11:00:51,0.0
70302,50302,UPI,423.6,Failed,2025-10-30 18:38:02,0.0
70303,50303,Wallet,2288.2,Success,2026-03-14 05:34:23,0.0
70304,50304,Credit Card,451.15,Failed,2025-09-22 17:16:29,0.0
70305,50305,UPI,580.13,Success,2025-10-23 16:10:27,0.0
70306,50306,UPI,730.07,Success,2025-11-08 00:58:25,0.0
70307,50307,Debit Card,986.12,Success,2026-02-11 15:19:10,0.0
70308,50308,Credit Card,252.66,Success,2026-04-06 14:07:23,0.0
70309,50309,Credit Card,482.22,Success,2025-11-16 10:17:29,0.0
70310,50310,UPI,1513.45,Success,2025-08-10 04:59:58,0.0
70311,50311,UPI,932.2,Success,2025-11-06 20:41:07,0.0
70312,50312,Debit Card,448.36,Success,2025-08-11 14:28:33,0.0
70313,50313,Debit Card,1621.1,Success,2025-08-04 09:33:23,0.0
70314,50314,Credit Card,744.19,Success,2025-12-14 04:59:32,0.0
70315,50315,UPI,1178.42,Success,2026-07-18 00:55:56,0.0
70316,50316,UPI,1849.82,Success,2026-04-21 06:06:35,0.0
70317,50317,Credit Card,1396.53,Success,2025-08-19 04:20:16,0.0
70318,50318,UPI,1376.17,Success,2026-03-28 14:23:13,0.0
70319,50319,Credit Card,1041.52,Success,2025-08-17 13:07:25,0.0
70320,50320,Credit Card,1493.96,Success,2026-07-25 23:58:10,0.0
70321,50321,Credit Card,1458.84,Success,2026-03-08 08:46:51,0.0
70322,50322,UPI,670.54,Success,2026-03-01 22:08:01,0.0
70323,50323,UPI,367.87,Success,2026-06-22 21:23:53,0.0
70324,50324,Credit Card,413.27,Success,2026-06-15 09:51:38,0.0
70325,50325,Credit Card,572.32,Success,2026-01-17 09:29:27,0.0
70326,50326,Credit Card,1078.95,Success,2026-02-13 18:26:34,0.0
70327,50327,Debit Card,1623.97,Success,2025-10-02 23:47:20,0.0
70328,50328,UPI,430.34,Success,2026-04-20 18:37:07,0.0
70329,50329,UPI,986.94,Success,2025-09-14 04:34:41,0.0
70330,50330,Cash,1560.93,Success,2025-09-13 20:23:03,0.0
70331,50331,Credit Card,530.93,Success,2025-12-07 05:09:24,0.0
70332,50332,UPI,224.47,Success,2026-06-17 06:43:44,0.0
70333,50333,UPI,1358.82,Success,2026-02-06 06:03:44,0.0
70334,50334,Cash,464.11,Success,2025-11-25 23:29:16,0.0
70335,50335,UPI,732.88,Success,2026-01-01 03:17:44,0.0
70336,50336,Credit Card,418.25,Success,2026-04-18 16:28:16,0.0
70337,50337,UPI,758.53,Success,2025-10-16 02:47:07,0.0
70338,50338,UPI,1895.29,Success,2026-05-02 04:16:59,0.0
70339,50339,Cash,370.32,Success,2026-04-02 16:52:50,0.0
70340,50340,UPI,845.39,Success,2026-07-23 11:13:21,0.0
70341,50341,Credit Card,634.24,Success,2026-06-29 23:52:54,0.0
70342,50342,Credit Card,341.93,Success,2025-09-24 12:56:02,0.0
70343,50343,Wallet,692.21,Success,2026-01-24 03:01:21,0.0
70344,50344,UPI,457.94,Failed,2025-12-18 02:09:19,0.0
70345,50345,UPI,280.15,Success,2025-08-19 11:04:15,0.0
70346,50346,Credit Card,725.77,Success,2025-11-01 16:06:04,0.0
70347,50347,Credit Card,480.73,Success,2025-11-03 07:37:21,0.0
70348,50348,UPI,615.31,Success,2026-02-09 23:04:51,0.0
70349,50349,UPI,208.02,Success,2025-12-13 15:49:29,0.0
70350,50350,Wallet,781.44,Success,2026-03-26 03:01:49,0.0
70351,50351,Credit Card,614.31,Failed,2026-02-04 13:09:50,0.0
70352,50352,Credit Card,783.03,Success,2025-11-02 00:13:30,0.0
70353,50353,UPI,417.63,Failed,2025-08-18 07:18:21,0.0
70354,50354,UPI,373.02,Success,2026-07-13 09:09:49,0.0
70355,50355,Credit Card,341.69,Success,2025-10-01 13:57:37,0.0
70356,50356,UPI,593.24,Success,2025-09-09 21:59:16,0.0
70357,50357,UPI,746.66,Success,2026-06-28 23:39:56,0.0
70358,50358,Wallet,1065.89,Success,2025-08-23 01:04:21,0.0
70359,50359,UPI,458.41,Success,2026-02-28 15:45:53,0.0
70360,50360,Debit Card,861.13,Success,2025-10-25 18:45:28,0.0
70361,50361,UPI,1368.02,Success,2026-07-22 00:09:58,0.0
70362,50362,Wallet,286.29,Failed,2025-11-12 14:03:00,0.0
70363,50363,Wallet,1119.81,Success,2025-11-26 13:50:46,0.0
70364,50364,UPI,321.6,Success,2025-11-02 06:37:55,0.0
70365,50365,UPI,703.6,Success,2025-11-24 02:08:38,0.0
70366,50366,Credit Card,1471.96,Refunded,2025-12-27 11:39:27,1471.96
70367,50367,Debit Card,493.21,Success,2026-02-05 13:59:41,0.0
70368,50368,Cash,292.74,Success,2025-08-14 05:40:07,0.0
70369,50369,UPI,622.18,Success,2025-11-24 07:48:20,0.0
70370,50370,UPI,286.98,Refunded,2026-03-08 22:34:01,286.98
70371,50371,Cash,1941.18,Success,2025-12-27 17:40:11,0.0
70372,50372,UPI,427.0,Success,2025-12-03 17:57:28,0.0
70373,50373,Credit Card,528.86,Success,2026-06-03 23:26:14,0.0
70374,50374,UPI,653.89,Success,2025-12-16 23:47:05,0.0
70375,50375,Wallet,604.99,Success,2025-09-22 02:58:38,0.0
70376,50376,UPI,460.67,Success,2025-09-15 10:30:24,0.0
70377,50377,Wallet,1146.16,Success,2026-02-09 20:29:19,0.0
70378,50378,UPI,448.53,Success,2026-02-16 07:52:01,0.0
70379,50379,Credit Card,955.96,Success,2025-08-27 02:04:06,0.0
70380,50380,Wallet,194.73,Success,2026-02-12 17:36:23,0.0
70381,50381,UPI,1480.55,Success,2025-10-01 04:26:30,0.0
70382,50382,Credit Card,539.61,Success,2026-05-28 01:20:14,0.0
70383,50383,UPI,993.01,Success,2025-08-18 06:29:33,0.0
70384,50384,UPI,2360.07,Success,2026-07-30 02:48:08,0.0
70385,50385,UPI,275.17,Success,2026-02-07 16:52:31,0.0
70386,50386,Credit Card,1653.73,Success,2026-03-29 17:26:17,0.0
70387,50387,Credit Card,995.01,Success,2026-03-09 17:46:32,0.0
70388,50388,UPI,935.4,Success,2026-02-06 07:08:59,0.0
70389,50389,Wallet,671.45,Success,2026-03-28 19:50:01,0.0
70390,50390,Debit Card,642.24,Success,2025-08-11 16:57:49,0.0
70391,50391,Debit Card,716.37,Success,2025-08-22 04:54:34,0.0
70392,50392,Credit Card,1377.78,Success,2025-10-07 17:42:38,0.0
70393,50393,Wallet,1202.18,Success,2026-05-28 04:56:40,0.0
70394,50394,Debit Card,466.49,Success,2026-03-15 01:45:33,0.0
