review_id,order_id,customer_id,restaurant_id,rating,review_text,review_timestamp
80091,50098,13289,20150,4,Food was fresh and tasty,2026-01-12 07:52:21
80092,50099,14720,20069,3,Delivery was okay,2026-03-15 09:26:20
80093,50101,12810,20288,5,"Great restaurant, would order again",2025-08-02 18:45:40
80094,50102,11111,20329,4,Excellent service and quick delivery,2026-06-27 06:41:29
80095,50103,10290,20437,5,Great experience and delicious food,2025-10-14 15:23:52
80096,50104,10912,20435,4,Fast delivery and good quality food,2025-08-19 09:00:00
80097,50105,11381,20205,5,Very good food and packaging,2025-08-25 04:46:44
80098,50106,11648,20104,4,Very good food and packaging,2025-08-03 13:05:28
80099,50107,14037,20110,3,The experience was satisfactory,2026-01-30 00:07:52
80100,50108,13825,20399,5,"Great restaurant, would order again",2025-10-05 17:56:40
80101,50109,14010,20213,3,Delivery was okay,2025-12-04 20:27:22
80102,50110,11292,20447,4,Fast delivery and good quality food,2026-05-13 03:14:21
80103,50111,13013,20271,1,Delivery was extremely slow,2026-07-15 07:12:03
80104,50112,11623,20016,4,Very satisfied with my order,2026-06-25 11:43:24
80105,50113,14680,20386,5,Amazing food and fast delivery,2025-10-25 12:07:09
80106,50114,14075,20248,4,Excellent service and quick delivery,2025-12-31 21:40:17
80107,50115,11763,20410,1,Would not order again,2026-01-09 12:41:12
80108,50116,13200,20364,4,Fast delivery and good quality food,2026-01-09 21:34:27
80109,50117,12128,20053,4,Food was fresh and tasty,2026-07-15 22:58:19
80110,50119,11438,20490,3,Delivery was okay,2025-08-18 10:59:58
80111,50120,13890,20471,4,Food was fresh and tasty,2026-03-31 20:52:19
80112,50121,12551,20161,1,The food was cold when it arrived,2026-01-25 02:03:03
80113,50122,12571,20108,4,Food was fresh and tasty,2026-03-16 22:01:41
80114,50123,10357,20295,4,Great experience and delicious food,2026-07-21 03:49:11
80115,50124,10161,20110,5,The food arrived hot and fresh,2025-10-08 20:40:19
80116,50125,13067,20125,5,Amazing food and fast delivery,2026-04-03 04:19:46
80117,50126,11923,20046,4,Great experience and delicious food,2025-09-08 14:31:32
80118,50127,11521,20207,4,Very satisfied with my order,2025-08-27 11:21:06
80119,50129,10564,20324,5,Food was fresh and tasty,2025-12-26 07:13:31
80120,50130,13261,20249,4,Excellent service and quick delivery,2025-12-18 17:47:21
80121,50132,10010,20325,5,Very satisfied with my order,2026-02-18 12:03:54
80122,50134,10527,20348,1,Poor packaging and bad experience,2026-03-19 01:52:39
80123,50135,10677,20264,5,Excellent service and quick delivery,2025-10-14 06:15:14
80124,50136,10193,20022,2,Would not order again,2026-06-04 04:27:25
80125,50137,14923,20457,5,"Great restaurant, would order again",2026-03-06 12:55:33
80126,50138,13128,20272,4,Very good food and packaging,2026-04-19 18:23:18
80127,50139,10488,20108,4,Fast delivery and good quality food,2025-09-09 09:51:31
80128,50140,10286,20289,5,Excellent service and quick delivery,2025-10-29 17:48:33
80129,50141,11268,20106,4,The food arrived hot and fresh,2026-02-18 02:50:59
80130,50142,10835,20443,4,Amazing food and fast delivery,2026-07-28 16:45:29
80131,50143,11300,20365,4,The food arrived hot and fresh,2025-10-13 07:51:32
80132,50144,11123,20437,4,Really enjoyed the meal,2026-04-06 17:55:50
80133,50145,13582,20261,2,Food quality was poor,2026-05-27 11:47:50
80134,50146,13212,20460,4,Very good food and packaging,2026-01-28 08:31:08
80135,50147,12157,20235,5,Very good food and packaging,2025-09-25 05:25:01
80136,50148,12291,20312,4,Food was fresh and tasty,2025-08-25 07:57:43
80137,50149,11065,20486,5,Very satisfied with my order,2026-04-26 11:05:54
80138,50150,13792,20370,3,Food quality was average,2026-04-03 03:38:03
80139,50151,12099,20022,5,"Great restaurant, would order again",2026-06-28 02:26:23
80140,50152,11377,20259,4,Great experience and delicious food,2025-11-11 16:50:00
80141,50153,12128,20106,4,"Great restaurant, would order again",2026-04-05 22:58:40
80142,50154,10347,20485,4,Amazing food and fast delivery,2025-11-03 20:14:41
80143,50155,11759,20446,4,Very satisfied with my order,2025-11-06 21:08:41
80144,50156,11339,20364,5,Excellent service and quick delivery,2025-12-25 05:56:48
80145,50157,14696,20438,4,Fast delivery and good quality food,2025-10-19 11:52:57
80146,50158,14992,20003,2,Very disappointing experience,2026-04-06 11:20:34
80147,50159,12697,20369,4,The food arrived hot and fresh,2025-09-24 00:11:06
80148,50160,14068,20327,3,Average experience,2026-05-20 18:44:49
80149,50161,10454,20140,3,The experience was satisfactory,2025-09-03 15:45:10
80150,50162,11310,20367,3,Food was okay,2026-07-15 11:15:54
80151,50163,10090,20203,2,Delivery was extremely slow,2026-01-20 17:23:19
80152,50164,11320,20065,1,Food arrived late and cold,2026-01-28 16:42:03
80153,50165,11543,20069,4,Food was fresh and tasty,2026-03-09 22:57:20
80154,50166,12504,20192,4,Very good food and packaging,2026-04-30 06:31:06
80155,50167,13003,20151,4,Really enjoyed the meal,2025-08-21 06:00:04
80156,50168,11163,20494,4,Very good food and packaging,2026-02-12 06:38:54
80157,50169,11924,20180,5,Fast delivery and good quality food,2025-10-18 14:16:21
80158,50170,11789,20083,5,Great experience and delicious food,2025-08-26 10:54:30
80159,50171,14770,20136,5,Great experience and delicious food,2026-03-14 12:05:32
80160,50172,10445,20077,4,Fast delivery and good quality food,2026-07-30 06:03:05
80161,50173,12481,20174,3,The food was decent,2025-12-20 04:56:28
80162,50174,14141,20490,5,Excellent service and quick delivery,2026-07-08 23:35:57
80163,50177,12751,20427,5,Food was fresh and tasty,2026-03-10 23:20:02
80164,50178,14429,20437,4,Food was fresh and tasty,2026-02-22 17:11:24
80165,50179,11357,20203,5,"Great restaurant, would order again",2026-01-28 09:24:45
80166,50180,14064,20096,5,The food arrived hot and fresh,2026-07-13 05:29:28
80167,50181,14295,20476,5,Very satisfied with my order,2025-09-05 21:30:07
80168,50182,13456,20003,5,"Great restaurant, would order again",2026-07-23 03:41:10
80169,50183,10511,20156,5,The food arrived hot and fresh,2025-09-20 23:32:17
80170,50184,14224,20039,4,Food was fresh and tasty,2026-05-01 17:47:56
80171,50185,11066,20403,4,Fast delivery and good quality food,2025-09-13 07:16:12
80172,50186,12561,20493,5,Amazing food and fast delivery,2026-01-07 05:32:21
80173,50188,13599,20134,4,Amazing food and fast delivery,2025-10-07 02:04:01
80174,50189,12885,20473,2,The food was cold when it arrived,2026-01-30 17:50:46
80175,50190,12454,20239,4,Very good food and packaging,2025-09-23 10:10:24
80176,50191,13476,20158,4,Really enjoyed the meal,2025-11-07 02:08:08
80177,50192,10506,20187,5,Food was fresh and tasty,2025-08-22 13:11:41
80178,50193,13885,20389,4,Very good food and packaging,2025-08-18 18:40:23
80179,50194,13161,20042,5,Excellent service and quick delivery,2026-02-07 00:01:55
80180,50195,13664,20188,5,Fast delivery and good quality food,2025-11-25 03:40:28
80181,50196,13675,20258,1,Food was not fresh,2025-09-01 04:45:45
80182,50197,10575,20119,5,Very satisfied with my order,2025-08-23 13:08:27
80183,50198,13980,20311,5,Fast delivery and good quality food,2026-01-27 15:16:31
80184,50199,14312,20407,5,The food arrived hot and fresh,2026-07-26 08:08:24
80185,50200,12538,20085,3,Delivery was okay,2026-06-27 18:38:48
80186,50201,12913,20440,3,Food quality was average,2026-03-30 00:04:57
80187,50202,13883,20116,5,Excellent service and quick delivery,2025-09-10 02:49:52
80188,50204,14786,20299,5,"Great restaurant, would order again",2026-01-02 19:22:55
80189,50205,14982,20479,5,Very satisfied with my order,2026-02-22 15:17:54
80190,50206,10590,20444,2,Order was delayed significantly,2026-03-22 15:58:15
80191,50207,13977,20474,3,Food quality was average,2025-10-23 11:33:37
80192,50208,12866,20398,5,Food was fresh and tasty,2025-08-02 20:38:27
80193,50209,13168,20162,4,Very satisfied with my order,2026-04-19 18:59:08
80194,50210,12493,20154,4,The food arrived hot and fresh,2026-07-28 01:15:17
80195,50211,14127,20299,5,Very good food and packaging,2026-01-13 14:34:16
80196,50212,14657,20297,4,Amazing food and fast delivery,2026-02-05 04:22:39
80197,50213,10683,20394,3,Order was fine,2026-02-25 08:25:41
80198,50214,12349,20357,5,Great experience and delicious food,2026-07-26 01:44:31
80199,50215,12260,20421,5,Fast delivery and good quality food,2026-05-10 09:28:54
80200,50216,11226,20209,4,Very satisfied with my order,2025-10-30 22:14:01
80201,50217,14742,20148,5,Food was fresh and tasty,2026-06-23 06:40:39
80202,50218,11241,20118,5,Great experience and delicious food,2026-07-12 12:28:47
80203,50219,13890,20106,4,Very satisfied with my order,2025-10-01 06:24:02
80204,50220,10454,20454,3,It was an okay meal,2026-03-09 06:44:06
80205,50221,12684,20208,5,Really enjoyed the meal,2025-12-05 16:46:24
80206,50222,11169,20492,2,Order was delayed significantly,2025-11-12 05:33:29
80207,50223,14439,20296,4,Very satisfied with my order,2026-03-12 16:51:40
80208,50224,10704,20242,4,Very good food and packaging,2025-09-21 00:56:56
80209,50225,12659,20479,3,Order was fine,2025-10-22 22:48:19
80210,50226,10632,20228,5,Fast delivery and good quality food,2025-11-15 06:41:07
80211,50227,11949,20130,3,The food was decent,2026-07-20 07:37:18
80212,50229,10383,20267,3,The food was decent,2025-09-03 01:31:28
80213,50230,10517,20162,3,Delivery was okay,2026-04-08 06:31:36
80214,50232,12020,20142,3,Food was okay,2025-11-15 01:45:32
80215,50233,12731,20141,2,Food was not fresh,2025-10-23 15:39:51
80216,50234,10955,20298,2,Delivery was extremely slow,2025-12-15 22:50:11
80217,50235,11897,20216,5,Great experience and delicious food,2026-04-09 01:03:15
80218,50236,13261,20269,4,Really enjoyed the meal,2025-12-02 08:16:49
80219,50237,11170,20008,5,Very good food and packaging,2026-02-08 01:09:44
80220,50238,12190,20482,4,Fast delivery and good quality food,2026-03-17 09:57:50
80221,50239,11941,20334,3,Order was fine,2025-11-13 03:21:45
80222,50240,12983,20497,5,Food was fresh and tasty,2025-08-21 23:29:46
80223,50242,11183,20222,3,Food quality was average,2026-02-13 22:56:43
80224,50243,10081,20283,4,Very satisfied with my order,2025-10-26 12:39:42
80225,50244,11159,20063,5,Great experience and delicious food,2025-11-17 09:34:18
80226,50245,11095,20060,4,"Great restaurant, would order again",2025-09-20 09:55:18
80227,50246,13713,20168,4,Very good food and packaging,2026-04-21 06:09:33
80228,50247,12390,20030,3,Order was fine,2025-10-10 02:40:43
80229,50248,13159,20325,2,Would not order again,2025-08-26 22:37:02
80230,50249,10092,20444,3,Overall an average experience,2025-10-26 02:21:40
80231,50250,10191,20085,5,Food was fresh and tasty,2026-06-04 22:45:02
80232,50251,11256,20463,5,Very satisfied with my order,2025-09-13 23:43:17
80233,50252,13630,20304,5,Amazing food and fast delivery,2025-09-23 21:58:36
80234,50253,14665,20183,5,Excellent service and quick delivery,2026-05-21 13:34:39
80235,50254,12221,20400,4,Excellent service and quick delivery,2026-04-13 12:45:12
80236,50255,13786,20129,3,Order was fine,2026-02-14 12:34:44
80237,50256,11005,20145,4,Fast delivery and good quality food,2025-08-20 18:50:15
80238,50257,10464,20125,5,Amazing food and fast delivery,2026-07-11 08:20:09
80239,50258,11549,20350,3,Nothing special but acceptable,2025-09-03 02:24:10
80240,50259,11519,20456,4,The food arrived hot and fresh,2026-05-31 08:36:05
80241,50261,13034,20118,5,"Great restaurant, would order again",2026-02-13 04:43:00
80242,50262,11166,20211,3,Nothing special but acceptable,2025-12-25 02:58:44
80243,50264,10347,20443,4,"Great restaurant, would order again",2025-11-19 05:25:24
80244,50265,10450,20404,3,Overall an average experience,2026-07-01 08:18:30
80245,50266,10706,20380,2,Delivery was extremely slow,2025-11-13 07:13:19
80246,50267,14769,20011,4,"Great restaurant, would order again",2026-03-02 19:54:43
80247,50268,12946,20480,4,Fast delivery and good quality food,2025-08-26 15:26:10
80248,50269,13042,20243,4,Very good food and packaging,2026-06-24 06:54:08
80249,50270,13328,20416,2,Food was not fresh,2025-11-12 01:36:47
80250,50271,11531,20460,2,Not happy with the service,2026-01-12 05:32:29
80251,50273,13252,20406,4,Fast delivery and good quality food,2026-01-05 15:30:10
80252,50274,12902,20436,4,The food arrived hot and fresh,2026-02-07 05:49:40
80253,50275,14735,20175,3,It was an okay meal,2026-05-12 06:55:16
80254,50276,13759,20246,4,Great experience and delicious food,2025-12-20 18:04:42
80255,50277,14743,20498,4,Excellent service and quick delivery,2026-01-04 17:35:43
80256,50278,11165,20051,3,Order was fine,2026-07-01 04:12:09
80257,50279,13955,20312,2,Food was not fresh,2026-07-28 19:44:34
80258,50281,14525,20285,4,Great experience and delicious food,2026-03-20 10:01:21
80259,50282,13768,20292,5,Amazing food and fast delivery,2025-11-18 22:43:01
80260,50284,14607,20281,4,Excellent service and quick delivery,2026-06-29 10:22:17
80261,50285,14978,20068,4,"Great restaurant, would order again",2026-02-16 13:16:09
80262,50287,10278,20228,5,Great experience and delicious food,2026-05-11 11:35:27
80263,50288,14606,20122,1,Delivery was extremely slow,2025-12-25 23:14:04
80264,50289,13285,20217,5,Excellent service and quick delivery,2026-02-25 03:37:00
80265,50290,14581,20141,3,Overall an average experience,2025-12-24 14:13:03
80266,50291,14376,20323,4,Very satisfied with my order,2026-01-04 04:17:11
80267,50292,13894,20457,5,Very good food and packaging,2026-01-20 16:11:21
80268,50294,13770,20088,1,Food was not fresh,2026-07-19 04:34:47
80269,50295,13405,20356,5,Really enjoyed the meal,2026-05-10 13:53:39
80270,50296,10191,20040,5,Fast delivery and good quality food,2025-08-28 21:00:56
80271,50298,11395,20452,3,Order was fine,2025-09-22 21:37:49
80272,50299,13496,20072,5,Amazing food and fast delivery,2026-04-07 08:30:19
80273,50301,14325,20167,4,Very satisfied with my order,2026-01-15 03:59:51
80274,50302,10348,20228,5,Fast delivery and good quality food,2025-11-01 18:37:02
80275,50303,13702,20113,4,Fast delivery and good quality food,2026-03-15 10:29:23
80276,50304,14559,20330,3,Overall an average experience,2025-09-23 00:12:29
80277,50305,11176,20284,5,Really enjoyed the meal,2025-10-26 10:02:27
80278,50307,14806,20257,4,Food was fresh and tasty,2026-02-14 14:15:10
80279,50308,13040,20472,4,Really enjoyed the meal,2026-04-07 05:01:23
80280,50309,10435,20461,5,Excellent service and quick delivery,2025-11-18 11:11:29
80281,50311,11914,20426,4,Great experience and delicious food,2025-11-07 19:38:07
80282,50312,13326,20384,4,Very good food and packaging,2025-08-13 21:25:33
80283,50313,13009,20493,5,Fast delivery and good quality food,2025-08-06 12:32:23
80284,50314,10286,20391,5,Food was fresh and tasty,2025-12-15 17:54:32
80285,50315,14040,20220,5,The food arrived hot and fresh,2026-07-18 20:50:56
80286,50316,11576,20397,5,The food arrived hot and fresh,2026-04-23 06:58:35
80287,50317,10629,20395,4,"Great restaurant, would order again",2025-08-19 12:19:16
80288,50318,13598,20391,1,Order was delayed significantly,2026-03-29 20:18:13
80289,50319,14652,20186,2,Would not order again,2025-08-19 04:59:25
80290,50320,14828,20372,4,Really enjoyed the meal,2026-07-27 15:54:10
80291,50321,14770,20079,5,Really enjoyed the meal,2026-03-11 03:38:51
80292,50322,10167,20353,4,Fast delivery and good quality food,2026-03-03 10:00:01
80293,50323,12692,20437,5,Fast delivery and good quality food,2026-06-24 20:18:53
80294,50324,11435,20352,5,Amazing food and fast delivery,2026-06-16 22:49:38
80295,50325,14394,20281,2,Food was not fresh,2026-01-19 16:22:27
80296,50326,13211,20394,4,Really enjoyed the meal,2026-02-15 05:17:34
80297,50327,12934,20359,2,Not happy with the service,2025-10-03 06:44:20
80298,50328,14951,20469,4,Food was fresh and tasty,2026-04-21 14:31:07
80299,50330,10565,20332,4,Excellent service and quick delivery,2025-09-15 07:19:03
80300,50331,11668,20476,5,"Great restaurant, would order again",2025-12-08 07:07:24
80301,50332,11351,20494,4,Very satisfied with my order,2026-06-19 00:40:44
80302,50333,10590,20129,5,Very good food and packaging,2026-02-06 17:01:44
80303,50334,12941,20121,4,Food was fresh and tasty,2025-11-27 02:22:16
80304,50335,12893,20062,5,"Great restaurant, would order again",2026-01-03 07:14:44
80305,50336,10454,20298,4,Great experience and delicious food,2026-04-18 19:24:16
80306,50337,13707,20294,5,Fast delivery and good quality food,2025-10-18 17:39:07
80307,50338,13593,20434,4,Really enjoyed the meal,2026-05-04 09:09:59
80308,50339,12238,20278,2,Delivery was extremely slow,2026-04-05 11:47:50
80309,50340,10995,20365,5,Great experience and delicious food,2026-07-23 20:11:21
80310,50341,10883,20323,4,Amazing food and fast delivery,2026-07-01 18:44:54
80311,50342,10560,20060,2,Food quality was poor,2025-09-24 17:47:02
80312,50343,14442,20133,5,"Great restaurant, would order again",2026-01-25 03:59:21
80313,50344,10580,20494,3,The food was decent,2025-12-20 07:04:19
80314,50345,10860,20067,5,Really enjoyed the meal,2025-08-19 21:57:15
80315,50346,11435,20422,3,The food was decent,2025-11-02 01:57:04
80316,50347,12931,20156,4,Amazing food and fast delivery,2025-11-05 04:35:21
80317,50348,12375,20113,5,Really enjoyed the meal,2026-02-11 16:59:51
80318,50349,11337,20461,2,The food was cold when it arrived,2025-12-15 00:40:29
80319,50351,11015,20173,4,Very good food and packaging,2026-02-05 12:08:50
80320,50352,10696,20236,3,Delivery was okay,2025-11-04 19:06:30
80321,50353,14618,20464,4,Amazing food and fast delivery,2025-08-19 20:16:21
80322,50354,13016,20145,3,Food quality was average,2026-07-13 23:08:49
80323,50355,14352,20189,5,Really enjoyed the meal,2025-10-03 22:53:37
80324,50356,13751,20003,4,The food arrived hot and fresh,2025-09-10 14:56:16
80325,50357,13815,20335,2,Order was delayed significantly,2026-06-29 13:36:56
80326,50358,14881,20401,5,Fast delivery and good quality food,2025-08-25 22:57:21
80327,50359,14178,20490,4,Really enjoyed the meal,2026-02-28 18:44:53
80328,50360,11250,20432,4,Great experience and delicious food,2025-10-28 06:42:28
80329,50361,10995,20225,5,Amazing food and fast delivery,2026-07-23 01:08:58
80330,50362,11347,20388,4,Really enjoyed the meal,2025-11-13 19:01:00
80331,50363,10844,20476,3,Food was okay,2025-11-27 05:49:46
80332,50364,10676,20240,4,Great experience and delicious food,2025-11-05 05:29:55
80333,50365,10163,20105,3,Delivery was okay,2025-11-24 19:03:38
80334,50366,14214,20264,4,Food was fresh and tasty,2025-12-29 14:32:27
80335,50367,12672,20490,4,Very good food and packaging,2026-02-05 19:55:41
80336,50368,10859,20103,4,Amazing food and fast delivery,2025-08-17 01:37:07
80337,50369,10412,20256,4,Food was fresh and tasty,2025-11-26 04:47:20
80338,50370,11850,20031,3,Overall an average experience,2026-03-09 09:29:01
80339,50371,12515,20033,4,Very good food and packaging,2025-12-29 00:34:11
80340,50372,10571,20386,4,"Great restaurant, would order again",2025-12-04 09:50:28
80341,50373,13109,20437,4,Fast delivery and good quality food,2026-06-04 06:20:14
80342,50374,13176,20388,4,Very satisfied with my order,2025-12-19 12:46:05
80343,50375,13820,20177,4,The food arrived hot and fresh,2025-09-24 14:55:38
80344,50376,13622,20454,3,Delivery was okay,2025-09-18 07:26:24
80345,50377,10994,20289,1,Not happy with the service,2026-02-11 04:23:19
80346,50378,14111,20282,4,Food was fresh and tasty,2026-02-17 07:46:01
80347,50379,11168,20051,4,Excellent service and quick delivery,2025-08-28 01:01:06
80348,50380,10823,20410,5,Great experience and delicious food,2026-02-13 03:28:23
80349,50381,14346,20371,4,Very good food and packaging,2025-10-03 02:22:30
80350,50382,10388,20001,4,Amazing food and fast delivery,2026-05-30 16:12:14
80351,50383,12799,20268,4,Food was fresh and tasty,2025-08-18 17:23:33
80352,50385,10047,20296,3,Food was okay,2026-02-07 23:47:31
80353,50386,10604,20236,4,Very satisfied with my order,2026-03-30 09:21:17
80354,50387,13761,20312,4,Amazing food and fast delivery,2026-03-12 03:40:32
80355,50388,11062,20492,5,The food arrived hot and fresh,2026-02-06 10:05:59
80356,50389,11086,20351,5,The food arrived hot and fresh,2026-03-30 03:43:01
80357,50390,14669,20157,4,Very satisfied with my order,2025-08-13 05:48:49
80358,50391,10481,20145,2,Food was not fresh,2025-08-24 05:46:34
80359,50392,11032,20010,3,Order was fine,2025-10-10 16:33:38
80360,50393,13878,20388,5,Very good food and packaging,2026-05-29 01:52:40
80361,50394,11130,20258,2,Food was not fresh,2026-03-16 19:39:33
80362,50395,14388,20156,4,Very satisfied with my order,2026-07-06 20:04:55
80363,50396,12005,20039,3,The experience was satisfactory,2025-09-21 01:27:44
80364,50397,12616,20390,4,Food was fresh and tasty,2026-03-03 22:09:28
80365,50398,13629,20225,4,Great experience and delicious food,2026-04-02 06:06:41
80366,50399,10532,20146,3,Food quality was average,2026-05-09 03:32:22
80367,50400,14031,20070,5,Excellent service and quick delivery,2026-02-13 13:07:24
80368,50401,11899,20288,5,Very good food and packaging,2025-12-01 16:56:27
80369,50402,10204,20496,5,Amazing food and fast delivery,2026-04-04 14:36:55
80370,50403,11737,20488,5,Amazing food and fast delivery,2025-12-19 10:47:58
80371,50404,10335,20341,5,Very satisfied with my order,2026-03-27 14:04:21
80372,50406,11236,20077,4,The food arrived hot and fresh,2025-09-03 10:27:00
80373,50407,13982,20094,5,Very good food and packaging,2026-02-04 18:54:13
80374,50408,14239,20068,5,Really enjoyed the meal,2026-05-17 03:44:11
