forecast_timestamp,predicted_orders,lower_bound,upper_bound
2026-08-03 12:00:00,5.6652554147697,2.6535273485902,8.700272792420934
2026-08-03 13:00:00,5.63592137944596,2.6915876961439116,8.565348611226447
2026-08-03 14:00:00,5.640511015528116,2.4443753491998383,8.750181596727089
2026-08-03 15:00:00,5.686804064974451,2.909412057750576,8.793807665745618
2026-08-03 16:00:00,5.750530620217102,2.494753295014827,8.782616701039142
2026-08-03 17:00:00,5.7930334539298265,2.9946316559165744,8.86064257117017
2026-08-03 18:00:00,5.7913709152961275,2.652379654317722,8.86391056994682
2026-08-03 19:00:00,5.754817180333194,2.8089926952805326,9.119314901276889
2026-08-03 20:00:00,5.714486489236699,2.6648166317957536,8.841212349618331
2026-08-03 21:00:00,5.697033045811118,2.560846418206728,8.901163134460695
2026-08-03 22:00:00,5.706264597148457,2.8001547891175207,8.737405435111288
2026-08-03 23:00:00,5.7268453273180056,2.5836634238250493,8.82168510997639
2026-08-04 00:00:00,5.742681303208066,3.060599616301284,8.831185634833485
2026-08-04 01:00:00,5.750366364873684,2.4787042195834967,8.734525547991108
2026-08-04 02:00:00,5.756047589442983,2.575147282168352,8.768390643723594
2026-08-04 03:00:00,5.7625841035170415,2.8436967119748293,8.767292399597688
2026-08-04 04:00:00,5.763385350212116,2.6107949960296564,8.624066872497604
2026-08-04 05:00:00,5.750519081002485,2.9158931183679733,8.68279121587802
2026-08-04 06:00:00,5.727658186837507,2.686191342151867,8.731389349749467
2026-08-04 07:00:00,5.711810156757228,2.730978851616356,8.902344491233357
2026-08-04 08:00:00,5.719147022395676,2.7566263652003475,8.603820186986576
2026-08-04 09:00:00,5.748054537641806,2.5434290111977886,8.932997695379585
2026-08-04 10:00:00,5.77771594772045,2.6847272566058717,8.769717415908906
2026-08-04 11:00:00,5.786431883548724,3.0348345182583203,8.847062807842182
2026-08-04 12:00:00,5.773689107269778,2.9185078258601487,8.858209521032588
2026-08-04 13:00:00,5.76419671862981,2.9931058979261467,8.810871988359837
2026-08-04 14:00:00,5.7877759502095465,2.504796001510259,8.818795966059882
2026-08-04 15:00:00,5.85195200554238,2.6819478874209928,8.99068812587215
2026-08-04 16:00:00,5.932211342898001,2.7021218834410266,8.889186738392759
2026-08-04 17:00:00,5.989667162394604,2.8633297200026084,8.702901332366489
2026-08-04 18:00:00,6.001165297502609,2.9810833439369495,9.05214948097942
2026-08-04 19:00:00,5.975787260332142,2.8744623371575275,9.02543862792252
2026-08-04 20:00:00,5.9444770377649485,2.8173072271157467,9.07567942835075
2026-08-04 21:00:00,5.9337432806301065,2.9233443880539784,8.847651173033885
2026-08-04 22:00:00,5.9472748744863475,2.875554629421591,9.115705089780237
2026-08-04 23:00:00,5.969645499826889,2.7570754701198212,8.984555871461438
2026-08-05 00:00:00,5.9847003979959075,2.752891218029406,8.925229048895504
2026-08-05 01:00:00,5.989003217564708,2.868020321087874,9.25869143177538
2026-08-05 02:00:00,5.9887020571609755,2.886449429749154,9.048462564137212
2026-08-05 03:00:00,5.986688471329081,3.0019106278359042,9.063945317006915
2026-08-05 04:00:00,5.976435542015993,2.9007283645592095,9.172178314032687
2026-08-05 05:00:00,5.95010528717495,2.90882500587126,8.680058607468956
2026-08-05 06:00:00,5.911494527061256,2.9162110832161106,8.968865063327074
2026-08-05 07:00:00,5.877763007467291,2.848118769969215,8.781895596649852
2026-08-05 08:00:00,5.865261653803678,2.8936939289251016,8.97097929716498
2026-08-05 09:00:00,5.872579725384355,2.72163330217479,8.979175460412712
2026-08-05 10:00:00,5.87912624842036,2.659978542212481,9.012558396994097
2026-08-05 11:00:00,5.863447291779669,2.9579312249815994,8.960809923827831
2026-08-05 12:00:00,5.825291843117769,2.7523291718603407,8.93590002655421
2026-08-05 13:00:00,5.789644930014833,2.6725481319379765,8.90366580414569
2026-08-05 14:00:00,5.78661415175995,2.797736421419722,8.758477426634677
2026-08-05 15:00:00,5.824018115746939,2.8761356008446035,8.796414225913898
2026-08-05 16:00:00,5.8776402230291325,2.4574681595527506,8.705585495106059
2026-08-05 17:00:00,5.908890603575114,2.982520086205667,9.146680428870578
2026-08-05 18:00:00,5.894908446120032,2.9538911512234822,8.807621001494436
2026-08-05 19:00:00,5.845061515760897,2.8998398738820717,9.063203964261767
2026-08-05 20:00:00,5.790569499955496,2.6857542536327177,8.663789854053881
2026-08-05 21:00:00,5.7582028677121135,2.645805155679013,8.812769580627576
2026-08-05 22:00:00,5.751895271665925,2.730495738876067,8.945894202199213
2026-08-05 23:00:00,5.756445140149544,2.969053153145768,8.617325783976174
2026-08-06 00:00:00,5.755899712222802,2.7565370275579166,8.706631535901977
2026-08-06 01:00:00,5.746999424369544,2.7015177536608235,8.918867031542458
2026-08-06 02:00:00,5.736041795325064,2.665341581118645,8.762529647553865
2026-08-06 03:00:00,5.7260386024846275,2.5059221404327845,8.618462616658462
2026-08-06 04:00:00,5.71055247527822,2.6705110305207556,8.754606041809275
2026-08-06 05:00:00,5.681803195426658,2.635678687190166,8.472710209813052
2026-08-06 06:00:00,5.6436128386170505,2.5664338315125343,8.783496571113766
2026-08-06 07:00:00,5.613133565931422,2.6804353203514086,8.565339725098342
2026-08-06 08:00:00,5.606675943311225,2.707348974707879,8.810781244790686
2026-08-06 09:00:00,5.622756557788317,2.6602623100503267,8.958372130092213
2026-08-06 10:00:00,5.640680303503978,2.43348738439279,8.702798943859136
2026-08-06 11:00:00,5.63885889122735,2.649324955516095,8.767915066261002
2026-08-06 12:00:00,5.616878323988095,2.405932479450982,8.771709333468802
2026-08-06 13:00:00,5.599533963843877,2.4723806530692634,8.575964034527287
2026-08-06 14:00:00,5.616719331648676,2.47397805389105,8.345271921971237
2026-08-06 15:00:00,5.676017105964435,2.6876196395914187,8.758216036263919
2026-08-06 16:00:00,5.752955734177097,2.73513070361602,8.657446049831545
2026-08-06 17:00:00,5.808674421748446,2.6456094967915442,8.689628283537838
2026-08-06 18:00:00,5.820028706921574,2.5576253153657045,8.732479042702117
2026-08-06 19:00:00,5.796093374223419,2.4924924173401712,8.681849522687685
2026-08-06 20:00:00,5.767789305725118,2.63660861558045,8.821395235298835
2026-08-06 21:00:00,5.761585911796425,2.7537312812521466,8.81844545252689
2026-08-06 22:00:00,5.781117127260991,2.863367663720268,8.812252680422331
2026-08-06 23:00:00,5.810886575933753,2.8217771363031168,8.695450521645915
2026-08-07 00:00:00,5.834655112785875,2.888666892981921,8.81525049949015
2026-08-07 01:00:00,5.848888609432378,2.8992944365156856,9.049823885167722
2026-08-07 02:00:00,5.859625087915257,2.8849121019630855,8.94954592060756
2026-08-07 03:00:00,5.869634956509835,2.652330802398161,9.06400150848801
2026-08-07 04:00:00,5.872260435640953,2.87367539513984,8.99334398596436
2026-08-07 05:00:00,5.859524429410936,2.907861925947483,8.887011581527606
2026-08-07 06:00:00,5.835077946075668,2.657289498528683,8.952761275659102
2026-08-07 07:00:00,5.815929848271621,2.7927211014045046,8.938967861101961
2026-08-07 08:00:00,5.818276787783045,3.0214410657159156,8.808437039962529
2026-08-07 09:00:00,5.840552074310969,2.819431909840542,8.877322135482768
2026-08-07 10:00:00,5.862008836563497,2.6589005814870403,8.969884679740249
2026-08-07 11:00:00,5.861039019370078,2.627846546850351,8.875825318093776
2026-08-07 12:00:00,5.837240954218595,2.8851864199560078,8.768673656112544
2026-08-07 13:00:00,5.815454127938986,2.514691895140625,8.857614679256288
2026-08-07 14:00:00,5.82564729598715,2.8846777967841253,8.933739264458643
2026-08-07 15:00:00,5.8755084157967294,2.7376308342181472,9.121424473453366
2026-08-07 16:00:00,5.9406998274220335,2.9512399193110435,8.929378620982703
2026-08-07 17:00:00,5.9825214659417965,3.0402911387382705,8.978852385084904
2026-08-07 18:00:00,5.978014335847294,3.0191252850466204,9.096663149841902
2026-08-07 19:00:00,5.9364610276063985,2.7927690839573445,8.850298802324094
2026-08-07 20:00:00,5.889009905889105,2.8891162865422286,8.992547078862728
2026-08-07 21:00:00,5.862374644954992,2.935853248534032,8.860844268948064
2026-08-07 22:00:00,5.860447133716962,2.998722933320295,8.962856114371656
2026-08-07 23:00:00,5.8679993924440135,2.670991993026258,8.819834260519839
