customer_id,total_orders,avg_order_value,total_spending,ordering_frequency,avg_rating_given,weekend_orders,late_night_orders,cluster,cluster_name,dbscan_cluster
10033,12,540.4308333333333,6485.17,1.0,4.166666666666667,6.0,3.0,1,Frequent High-Value Customers,0
10034,10,479.73100000000005,4797.31,0.8333333333333334,4.4,3.0,5.0,0,Occasional Moderate-Value Customers,0
10035,10,646.521,6465.21,0.8333333333333334,3.5555555555555554,2.0,1.0,0,Occasional Moderate-Value Customers,0
10036,6,611.8716666666667,3671.23,0.5,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
10037,12,727.1541666666667,8725.85,1.0,4.222222222222222,4.0,3.0,1,Frequent High-Value Customers,0
10038,12,559.955,6719.46,1.0,3.5454545454545454,2.0,4.0,1,Frequent High-Value Customers,0
10039,7,651.4485714285714,4560.14,0.5833333333333334,4.5,3.0,2.0,0,Occasional Moderate-Value Customers,0
10040,8,749.74375,5997.95,0.6666666666666666,3.7142857142857144,4.0,3.0,0,Occasional Moderate-Value Customers,0
10041,15,620.686,9310.29,1.25,4.083333333333333,2.0,2.0,1,Frequent High-Value Customers,0
10042,11,555.8572727272727,6114.43,0.9166666666666666,4.181818181818182,1.0,4.0,0,Occasional Moderate-Value Customers,0
10043,7,599.8100000000001,4198.67,0.5833333333333334,4.166666666666667,4.0,0.0,0,Occasional Moderate-Value Customers,0
10044,12,596.2058333333333,7154.47,1.0,4.083333333333333,4.0,0.0,1,Frequent High-Value Customers,0
10045,7,721.0257142857143,5047.18,0.5833333333333334,3.857142857142857,3.0,2.0,0,Occasional Moderate-Value Customers,0
10046,12,580.6491666666667,6967.79,1.0,4.545454545454546,5.0,4.0,1,Frequent High-Value Customers,0
10047,10,697.4680000000001,6974.68,0.8333333333333334,4.0,5.0,4.0,1,Frequent High-Value Customers,0
10048,9,679.9633333333334,6119.67,0.75,3.75,4.0,2.0,0,Occasional Moderate-Value Customers,0
10049,7,471.7114285714286,3301.98,0.5833333333333334,3.0,3.0,2.0,0,Occasional Moderate-Value Customers,0
10050,7,906.1942857142858,6343.360000000001,0.5833333333333334,4.5,2.0,1.0,0,Occasional Moderate-Value Customers,0
10051,11,600.3572727272727,6603.93,0.9166666666666666,4.181818181818182,2.0,6.0,1,Frequent High-Value Customers,0
10052,5,937.7940000000001,4688.97,0.4166666666666667,2.5,1.0,1.0,0,Occasional Moderate-Value Customers,-1
10053,14,769.7014285714286,10775.82,1.1666666666666667,3.3636363636363638,2.0,3.0,1,Frequent High-Value Customers,0
10054,8,855.93125,6847.45,0.6666666666666666,3.875,3.0,3.0,0,Occasional Moderate-Value Customers,0
10055,12,855.0041666666666,10260.05,1.0,3.727272727272727,2.0,3.0,1,Frequent High-Value Customers,0
10056,10,586.623,5866.2300000000005,0.8333333333333334,3.625,2.0,4.0,0,Occasional Moderate-Value Customers,0
10057,6,847.0300000000001,5082.18,0.5,3.75,1.0,1.0,0,Occasional Moderate-Value Customers,0
10058,6,692.4416666666666,4154.65,0.5,3.5,1.0,2.0,0,Occasional Moderate-Value Customers,0
10059,9,885.5944444444444,7970.349999999999,0.75,2.5714285714285716,1.0,2.0,0,Occasional Moderate-Value Customers,0
10060,5,740.614,3703.07,0.4166666666666667,3.8,1.0,0.0,0,Occasional Moderate-Value Customers,0
10061,14,523.3757142857143,7327.26,1.1666666666666667,3.8461538461538463,3.0,5.0,1,Frequent High-Value Customers,0
10062,18,543.6905555555555,9786.43,1.5,3.3529411764705883,6.0,6.0,1,Frequent High-Value Customers,-1
10063,8,625.4,5003.2,0.6666666666666666,3.25,2.0,1.0,0,Occasional Moderate-Value Customers,0
10064,15,620.828,9312.42,1.25,4.083333333333333,3.0,4.0,1,Frequent High-Value Customers,0
10065,10,473.849,4738.49,0.8333333333333334,3.5555555555555554,3.0,2.0,0,Occasional Moderate-Value Customers,0
10066,11,789.31,8682.41,0.9166666666666666,3.5555555555555554,2.0,5.0,1,Frequent High-Value Customers,0
10067,12,660.11,7921.32,1.0,4.2727272727272725,3.0,4.0,1,Frequent High-Value Customers,0
10068,11,668.5936363636364,7354.530000000001,0.9166666666666666,3.5,1.0,5.0,1,Frequent High-Value Customers,0
10069,10,629.376,6293.76,0.8333333333333334,3.375,4.0,1.0,0,Occasional Moderate-Value Customers,0
10070,12,705.9508333333333,8471.41,1.0,4.181818181818182,4.0,3.0,1,Frequent High-Value Customers,0
10071,10,767.5609999999999,7675.61,0.8333333333333334,4.0,3.0,4.0,1,Frequent High-Value Customers,0
10072,15,618.56,9278.4,1.25,4.071428571428571,6.0,6.0,1,Frequent High-Value Customers,0
10073,13,529.6999999999999,6886.099999999999,1.0833333333333333,3.5833333333333335,1.0,4.0,1,Frequent High-Value Customers,0
10074,11,735.2136363636364,8087.35,0.9166666666666666,3.8181818181818183,3.0,4.0,1,Frequent High-Value Customers,0
10075,9,591.8377777777778,5326.54,0.75,4.25,4.0,1.0,0,Occasional Moderate-Value Customers,0
10076,7,814.2157142857143,5699.51,0.5833333333333334,4.166666666666667,4.0,1.0,0,Occasional Moderate-Value Customers,0
10077,19,857.6363157894737,16295.09,1.5833333333333333,3.611111111111111,4.0,4.0,1,Frequent High-Value Customers,-1
10078,9,807.1711111111111,7264.54,0.75,4.375,5.0,3.0,1,Frequent High-Value Customers,0
10079,6,655.5733333333334,3933.44,0.5,4.0,0.0,1.0,0,Occasional Moderate-Value Customers,0
10080,18,716.5933333333334,12898.68,1.5,3.7777777777777777,6.0,5.0,1,Frequent High-Value Customers,0
10081,14,561.6971428571429,7863.76,1.1666666666666667,4.166666666666667,4.0,2.0,1,Frequent High-Value Customers,0
10082,6,534.975,3209.85,0.5,3.25,3.0,1.0,0,Occasional Moderate-Value Customers,0
10083,7,705.2671428571429,4936.87,0.5833333333333334,5.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
10084,5,830.226,4151.13,0.4166666666666667,3.75,1.0,0.0,0,Occasional Moderate-Value Customers,0
10085,11,691.6772727272728,7608.450000000001,0.9166666666666666,4.0,3.0,5.0,1,Frequent High-Value Customers,0
10086,9,619.0844444444444,5571.76,0.75,4.125,2.0,0.0,0,Occasional Moderate-Value Customers,0
10087,14,637.3492857142857,8922.89,1.1666666666666667,4.5,6.0,2.0,1,Frequent High-Value Customers,0
10088,10,468.08500000000004,4680.85,0.8333333333333334,3.888888888888889,2.0,3.0,0,Occasional Moderate-Value Customers,0
10089,7,617.6885714285714,4323.82,0.5833333333333334,3.5,1.0,2.0,0,Occasional Moderate-Value Customers,0
10090,9,449.4411111111111,4044.9700000000003,0.75,4.0,6.0,1.0,0,Occasional Moderate-Value Customers,0
10091,16,786.56375,12585.02,1.3333333333333333,3.75,1.0,5.0,1,Frequent High-Value Customers,-1
10092,7,717.3785714285714,5021.65,0.5833333333333334,3.8333333333333335,4.0,1.0,0,Occasional Moderate-Value Customers,0
10093,9,669.5944444444444,6026.35,0.75,3.888888888888889,4.0,1.0,0,Occasional Moderate-Value Customers,0
10094,7,594.88,4164.16,0.5833333333333334,3.5714285714285716,1.0,5.0,0,Occasional Moderate-Value Customers,0
10095,4,636.6625,2546.65,0.3333333333333333,3.75,1.0,1.0,0,Occasional Moderate-Value Customers,0
10096,17,527.3288235294118,8964.59,1.4166666666666667,3.8666666666666667,7.0,2.0,1,Frequent High-Value Customers,0
10097,8,797.835,6382.68,0.6666666666666666,3.5714285714285716,5.0,1.0,0,Occasional Moderate-Value Customers,0
10098,15,685.002,10275.029999999999,1.25,3.5,8.0,4.0,1,Frequent High-Value Customers,0
10099,16,610.849375,9773.59,1.3333333333333333,4.0,6.0,4.0,1,Frequent High-Value Customers,0
10100,8,581.6725,4653.38,0.6666666666666666,3.875,1.0,5.0,0,Occasional Moderate-Value Customers,0
10101,10,895.104,8951.04,0.8333333333333334,3.888888888888889,4.0,2.0,1,Frequent High-Value Customers,0
10102,12,803.7916666666666,9645.5,1.0,3.4545454545454546,3.0,3.0,1,Frequent High-Value Customers,0
10103,7,639.3442857142857,4475.41,0.5833333333333334,4.428571428571429,2.0,0.0,0,Occasional Moderate-Value Customers,0
10104,7,636.2342857142858,4453.64,0.5833333333333334,4.285714285714286,2.0,0.0,0,Occasional Moderate-Value Customers,0
10105,12,571.3358333333333,6856.03,1.0,3.8333333333333335,2.0,3.0,1,Frequent High-Value Customers,0
10106,9,811.6333333333333,7304.7,0.75,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
10107,14,665.4007142857143,9315.61,1.1666666666666667,3.4545454545454546,3.0,2.0,1,Frequent High-Value Customers,0
10108,10,670.972,6709.72,0.8333333333333334,3.8,3.0,2.0,0,Occasional Moderate-Value Customers,0
10109,12,944.6641666666666,11335.97,1.0,4.0,3.0,3.0,1,Frequent High-Value Customers,0
10110,9,749.0566666666667,6741.51,0.75,4.0,4.0,2.0,0,Occasional Moderate-Value Customers,0
10111,11,580.1927272727272,6382.12,0.9166666666666666,4.2,1.0,3.0,0,Occasional Moderate-Value Customers,0
10112,13,583.5676923076924,7586.38,1.0833333333333333,4.0,5.0,5.0,1,Frequent High-Value Customers,0
10113,9,586.6244444444444,5279.62,0.75,4.5,5.0,3.0,0,Occasional Moderate-Value Customers,0
10114,8,717.8725000000001,5742.9800000000005,0.6666666666666666,4.285714285714286,3.0,3.0,0,Occasional Moderate-Value Customers,0
10115,9,805.8655555555556,7252.79,0.75,4.625,1.0,2.0,0,Occasional Moderate-Value Customers,0
10116,8,648.96875,5191.75,0.6666666666666666,4.125,3.0,1.0,0,Occasional Moderate-Value Customers,0
10117,9,770.1377777777777,6931.24,0.75,4.0,1.0,4.0,0,Occasional Moderate-Value Customers,0
10118,6,789.5366666666665,4737.219999999999,0.5,4.0,1.0,1.0,0,Occasional Moderate-Value Customers,0
10119,6,545.545,3273.27,0.5,3.6,1.0,0.0,0,Occasional Moderate-Value Customers,0
10120,8,493.04875,3944.39,0.6666666666666666,4.142857142857143,0.0,2.0,0,Occasional Moderate-Value Customers,0
10121,12,1096.3183333333334,13155.82,1.0,3.8,6.0,3.0,1,Frequent High-Value Customers,-1
10122,12,535.2425,6422.91,1.0,4.2727272727272725,2.0,3.0,1,Frequent High-Value Customers,0
10123,11,690.5309090909091,7595.84,0.9166666666666666,4.2727272727272725,4.0,2.0,1,Frequent High-Value Customers,0
10124,8,587.11125,4696.89,0.6666666666666666,4.0,5.0,1.0,0,Occasional Moderate-Value Customers,0
10125,10,635.879,6358.79,0.8333333333333334,3.0,3.0,3.0,0,Occasional Moderate-Value Customers,0
10126,13,623.0423076923078,8099.55,1.0833333333333333,3.3846153846153846,2.0,2.0,1,Frequent High-Value Customers,0
10127,12,632.8133333333334,7593.76,1.0,4.0,3.0,2.0,1,Frequent High-Value Customers,0
10128,6,561.5783333333334,3369.4700000000003,0.5,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
10129,10,814.045,8140.45,0.8333333333333334,3.888888888888889,0.0,2.0,0,Occasional Moderate-Value Customers,0
10130,10,713.182,7131.82,0.8333333333333334,3.5714285714285716,2.0,2.0,0,Occasional Moderate-Value Customers,0
10131,12,855.6408333333334,10267.69,1.0,4.0,4.0,5.0,1,Frequent High-Value Customers,0
10132,3,816.41,2449.23,0.25,4.666666666666667,0.0,1.0,0,Occasional Moderate-Value Customers,0
10133,10,579.377,5793.7699999999995,0.8333333333333334,4.4,1.0,3.0,0,Occasional Moderate-Value Customers,0
10134,14,619.915,8678.81,1.1666666666666667,3.727272727272727,3.0,4.0,1,Frequent High-Value Customers,0
10135,5,655.7900000000001,3278.9500000000003,0.4166666666666667,3.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
10136,11,861.17,9472.869999999999,0.9166666666666666,3.6363636363636362,4.0,0.0,1,Frequent High-Value Customers,0
10137,9,830.0177777777777,7470.16,0.75,4.111111111111111,1.0,1.0,0,Occasional Moderate-Value Customers,0
10138,12,778.1625,9337.95,1.0,3.7,3.0,3.0,1,Frequent High-Value Customers,0
10139,17,698.2341176470588,11869.98,1.4166666666666667,3.7333333333333334,5.0,4.0,1,Frequent High-Value Customers,0
10140,9,940.1477777777777,8461.33,0.75,3.7777777777777777,3.0,2.0,0,Occasional Moderate-Value Customers,0
10141,13,726.4230769230769,9443.5,1.0833333333333333,3.75,3.0,2.0,1,Frequent High-Value Customers,0
10142,7,650.1914285714286,4551.34,0.5833333333333334,3.5,3.0,3.0,0,Occasional Moderate-Value Customers,0
10143,5,314.054,1570.27,0.4166666666666667,3.5,4.0,2.0,0,Occasional Moderate-Value Customers,-1
10144,4,845.8825,3383.53,0.3333333333333333,3.75,0.0,3.0,0,Occasional Moderate-Value Customers,0
10145,13,913.3492307692309,11873.54,1.0833333333333333,4.3076923076923075,4.0,2.0,1,Frequent High-Value Customers,0
10146,6,592.3383333333334,3554.03,0.5,3.75,2.0,2.0,0,Occasional Moderate-Value Customers,0
10147,16,631.64625,10106.34,1.3333333333333333,4.4375,5.0,5.0,1,Frequent High-Value Customers,0
10148,10,669.33,6693.3,0.8333333333333334,4.0,2.0,5.0,1,Frequent High-Value Customers,0
10149,8,716.85875,5734.87,0.6666666666666666,3.857142857142857,4.0,4.0,0,Occasional Moderate-Value Customers,0
10150,10,697.5559999999999,6975.5599999999995,0.8333333333333334,3.0,3.0,2.0,0,Occasional Moderate-Value Customers,0
10151,7,965.4785714285715,6758.35,0.5833333333333334,4.2,2.0,2.0,0,Occasional Moderate-Value Customers,0
10152,14,793.2628571428571,11105.68,1.1666666666666667,4.2,2.0,2.0,1,Frequent High-Value Customers,0
10153,13,422.3953846153846,5491.14,1.0833333333333333,4.0,4.0,3.0,1,Frequent High-Value Customers,0
10154,13,507.39,6596.07,1.0833333333333333,3.3636363636363638,3.0,4.0,1,Frequent High-Value Customers,0
10155,8,622.7362499999999,4981.889999999999,0.6666666666666666,3.8333333333333335,3.0,2.0,0,Occasional Moderate-Value Customers,0
10156,14,815.7857142857143,11421.0,1.1666666666666667,3.769230769230769,1.0,4.0,1,Frequent High-Value Customers,0
10157,5,802.642,4013.21,0.4166666666666667,3.25,2.0,1.0,0,Occasional Moderate-Value Customers,0
10158,5,543.278,2716.39,0.4166666666666667,4.0,0.0,1.0,0,Occasional Moderate-Value Customers,0
10159,9,769.0899999999999,6921.8099999999995,0.75,4.0,3.0,3.0,0,Occasional Moderate-Value Customers,0
10160,14,709.1814285714285,9928.539999999999,1.1666666666666667,3.6153846153846154,7.0,2.0,1,Frequent High-Value Customers,0
10161,11,447.88545454545454,4926.74,0.9166666666666666,4.1,3.0,4.0,0,Occasional Moderate-Value Customers,0
10162,12,667.4183333333333,8009.0199999999995,1.0,3.9,2.0,4.0,1,Frequent High-Value Customers,0
10163,10,589.794,5897.94,0.8333333333333334,3.5,0.0,3.0,0,Occasional Moderate-Value Customers,0
10164,9,535.2888888888889,4817.6,0.75,4.0,4.0,4.0,0,Occasional Moderate-Value Customers,0
10165,9,721.5422222222222,6493.88,0.75,4.5,5.0,4.0,1,Frequent High-Value Customers,0
10166,8,578.56625,4628.53,0.6666666666666666,3.8333333333333335,0.0,2.0,0,Occasional Moderate-Value Customers,0
10167,10,769.892,7698.92,0.8333333333333334,3.6666666666666665,3.0,4.0,1,Frequent High-Value Customers,0
10168,12,696.7325000000001,8360.79,1.0,3.4545454545454546,2.0,3.0,1,Frequent High-Value Customers,0
10169,9,669.718888888889,6027.47,0.75,3.75,3.0,2.0,0,Occasional Moderate-Value Customers,0
10170,9,898.4200000000001,8085.780000000001,0.75,4.0,2.0,3.0,0,Occasional Moderate-Value Customers,0
10171,8,1008.94375,8071.55,0.6666666666666666,3.857142857142857,4.0,4.0,1,Frequent High-Value Customers,0
10172,9,583.7155555555556,5253.4400000000005,0.75,4.333333333333333,4.0,2.0,0,Occasional Moderate-Value Customers,0
10173,13,741.8061538461538,9643.48,1.0833333333333333,3.6666666666666665,9.0,5.0,1,Frequent High-Value Customers,-1
10174,11,581.2981818181818,6394.28,0.9166666666666666,3.5714285714285716,1.0,3.0,0,Occasional Moderate-Value Customers,0
10175,9,495.9466666666667,4463.52,0.75,3.5714285714285716,2.0,2.0,0,Occasional Moderate-Value Customers,0
10176,10,574.1780000000001,5741.780000000001,0.8333333333333334,3.888888888888889,3.0,2.0,0,Occasional Moderate-Value Customers,0
10177,9,1108.9455555555555,9980.51,0.75,4.2,4.0,3.0,1,Frequent High-Value Customers,2
10178,8,658.9625,5271.7,0.6666666666666666,4.0,0.0,3.0,0,Occasional Moderate-Value Customers,0
10179,12,459.5608333333333,5514.73,1.0,3.6363636363636362,2.0,4.0,1,Frequent High-Value Customers,0
10180,14,926.2678571428571,12967.75,1.1666666666666667,3.8,5.0,4.0,1,Frequent High-Value Customers,0
10181,7,764.5257142857143,5351.68,0.5833333333333334,4.714285714285714,4.0,2.0,0,Occasional Moderate-Value Customers,0
10182,7,784.0885714285714,5488.62,0.5833333333333334,3.3333333333333335,0.0,3.0,0,Occasional Moderate-Value Customers,0
10183,13,588.1453846153846,7645.89,1.0833333333333333,3.9166666666666665,5.0,2.0,1,Frequent High-Value Customers,0
10184,8,555.66125,4445.29,0.6666666666666666,3.3333333333333335,2.0,2.0,0,Occasional Moderate-Value Customers,0
10185,6,592.5383333333333,3555.23,0.5,3.2,3.0,2.0,0,Occasional Moderate-Value Customers,0
10186,17,584.155294117647,9930.64,1.4166666666666667,4.125,5.0,3.0,1,Frequent High-Value Customers,0
10187,7,896.3328571428572,6274.33,0.5833333333333334,3.0,2.0,2.0,0,Occasional Moderate-Value Customers,0
10188,12,738.2383333333333,8858.86,1.0,3.5,7.0,1.0,1,Frequent High-Value Customers,0
10189,7,631.8571428571429,4423.0,0.5833333333333334,4.285714285714286,4.0,2.0,0,Occasional Moderate-Value Customers,0
10190,16,768.573125,12297.17,1.3333333333333333,4.3125,5.0,3.0,1,Frequent High-Value Customers,0
10191,10,608.263,6082.63,0.8333333333333334,3.8,3.0,3.0,0,Occasional Moderate-Value Customers,0
10192,5,773.42,3867.1,0.4166666666666667,4.0,2.0,3.0,0,Occasional Moderate-Value Customers,0
10193,18,465.7344444444444,8383.22,1.5,3.9375,4.0,4.0,1,Frequent High-Value Customers,1
10194,10,712.788,7127.88,0.8333333333333334,4.2,6.0,2.0,1,Frequent High-Value Customers,0
10195,14,606.405,8489.67,1.1666666666666667,4.0,2.0,1.0,1,Frequent High-Value Customers,0
10196,8,737.02125,5896.17,0.6666666666666666,4.0,4.0,2.0,0,Occasional Moderate-Value Customers,0
10197,16,633.653125,10138.45,1.3333333333333333,3.75,3.0,2.0,1,Frequent High-Value Customers,0
10198,7,520.9142857142857,3646.3999999999996,0.5833333333333334,4.6,1.0,3.0,0,Occasional Moderate-Value Customers,0
10199,7,854.4314285714287,5981.02,0.5833333333333334,3.6666666666666665,2.0,2.0,0,Occasional Moderate-Value Customers,0
10200,11,968.7672727272728,10656.44,0.9166666666666666,3.888888888888889,2.0,5.0,1,Frequent High-Value Customers,0
10201,9,642.0255555555555,5778.23,0.75,3.7777777777777777,2.0,5.0,0,Occasional Moderate-Value Customers,0
10202,6,371.07166666666666,2226.43,0.5,4.166666666666667,2.0,4.0,0,Occasional Moderate-Value Customers,0
10203,11,1138.55,12524.05,0.9166666666666666,3.3333333333333335,3.0,2.0,1,Frequent High-Value Customers,-1
10204,3,640.8566666666667,1922.57,0.25,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
10205,9,748.5477777777778,6736.93,0.75,3.5555555555555554,1.0,3.0,0,Occasional Moderate-Value Customers,0
10206,6,654.8816666666667,3929.29,0.5,4.75,2.0,2.0,0,Occasional Moderate-Value Customers,0
10207,8,664.73375,5317.87,0.6666666666666666,4.0,4.0,2.0,0,Occasional Moderate-Value Customers,0
10208,8,681.2787500000001,5450.2300000000005,0.6666666666666666,4.0,4.0,2.0,0,Occasional Moderate-Value Customers,0
10209,9,880.5622222222222,7925.0599999999995,0.75,4.571428571428571,2.0,3.0,0,Occasional Moderate-Value Customers,0
10210,9,560.9755555555555,5048.78,0.75,4.111111111111111,1.0,2.0,0,Occasional Moderate-Value Customers,0
10211,8,1115.8600000000001,8926.880000000001,0.6666666666666666,4.125,2.0,3.0,0,Occasional Moderate-Value Customers,2
10212,11,729.4445454545455,8023.89,0.9166666666666666,4.181818181818182,3.0,0.0,0,Occasional Moderate-Value Customers,0
10213,11,657.9672727272728,7237.64,0.9166666666666666,3.4,3.0,3.0,1,Frequent High-Value Customers,0
10214,9,1027.131111111111,9244.18,0.75,3.875,4.0,2.0,1,Frequent High-Value Customers,0
10215,16,824.941875,13199.07,1.3333333333333333,3.9,7.0,7.0,1,Frequent High-Value Customers,-1
10216,14,512.4421428571428,7174.19,1.1666666666666667,3.9166666666666665,3.0,2.0,1,Frequent High-Value Customers,0
10217,8,610.8375,4886.7,0.6666666666666666,3.3333333333333335,4.0,2.0,0,Occasional Moderate-Value Customers,0
10218,9,574.2133333333334,5167.92,0.75,4.0,3.0,5.0,0,Occasional Moderate-Value Customers,0
10219,10,703.887,7038.87,0.8333333333333334,3.2222222222222223,2.0,2.0,0,Occasional Moderate-Value Customers,0
10220,11,719.7454545454545,7917.2,0.9166666666666666,3.25,3.0,4.0,1,Frequent High-Value Customers,0
10221,8,700.72375,5605.79,0.6666666666666666,3.875,2.0,3.0,0,Occasional Moderate-Value Customers,0
10222,8,872.68625,6981.49,0.6666666666666666,3.7142857142857144,1.0,1.0,0,Occasional Moderate-Value Customers,0
10223,11,653.3836363636364,7187.22,0.9166666666666666,3.7,2.0,3.0,1,Frequent High-Value Customers,0
10224,9,593.7144444444444,5343.43,0.75,3.5714285714285716,3.0,5.0,0,Occasional Moderate-Value Customers,0
10225,13,561.3376923076922,7297.389999999999,1.0833333333333333,3.888888888888889,4.0,0.0,1,Frequent High-Value Customers,0
10226,11,767.1418181818182,8438.56,0.9166666666666666,4.1,2.0,3.0,1,Frequent High-Value Customers,0
10227,6,597.4516666666667,3584.71,0.5,4.0,3.0,1.0,0,Occasional Moderate-Value Customers,0
10228,11,809.2172727272726,8901.39,0.9166666666666666,3.909090909090909,3.0,0.0,1,Frequent High-Value Customers,0
10229,9,561.5266666666666,5053.74,0.75,2.75,2.0,0.0,0,Occasional Moderate-Value Customers,0
10230,11,627.0018181818182,6897.0199999999995,0.9166666666666666,3.9,2.0,2.0,0,Occasional Moderate-Value Customers,0
10231,7,931.7699999999999,6522.389999999999,0.5833333333333334,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
10232,12,623.325,7479.900000000001,1.0,4.4,6.0,2.0,1,Frequent High-Value Customers,0
10233,15,542.2113333333333,8133.17,1.25,3.857142857142857,5.0,5.0,1,Frequent High-Value Customers,0
10234,12,644.4675,7733.61,1.0,3.727272727272727,3.0,1.0,1,Frequent High-Value Customers,0
10235,7,754.0242857142857,5278.17,0.5833333333333334,3.3333333333333335,2.0,3.0,0,Occasional Moderate-Value Customers,0
10236,11,914.0545454545455,10054.6,0.9166666666666666,3.3636363636363638,3.0,0.0,1,Frequent High-Value Customers,0
10237,6,414.9216666666666,2489.5299999999997,0.5,4.5,2.0,1.0,0,Occasional Moderate-Value Customers,0
10238,8,781.37375,6250.99,0.6666666666666666,3.875,2.0,3.0,0,Occasional Moderate-Value Customers,0
10239,7,411.20714285714286,2878.45,0.5833333333333334,4.714285714285714,4.0,2.0,0,Occasional Moderate-Value Customers,0
10240,9,407.34444444444443,3666.1,0.75,3.625,2.0,2.0,0,Occasional Moderate-Value Customers,0
10241,7,465.3514285714286,3257.46,0.5833333333333334,3.8,2.0,2.0,0,Occasional Moderate-Value Customers,0
10242,5,873.0459999999999,4365.23,0.4166666666666667,4.25,1.0,3.0,0,Occasional Moderate-Value Customers,0
10243,6,581.615,3489.69,0.5,4.75,0.0,2.0,0,Occasional Moderate-Value Customers,0
10244,10,549.958,5499.58,0.8333333333333334,3.6666666666666665,7.0,2.0,1,Frequent High-Value Customers,0
10245,9,988.5755555555556,8897.18,0.75,4.444444444444445,1.0,2.0,0,Occasional Moderate-Value Customers,0
